Что такое ряд Тейлора?	Ряд Тейлора для функции \( f(x) \), которая принадлежит классу \( C^\infty \) в окрестности точки \( x_0 \), определяется как \(\sum_{n=0}^{\infty} \frac{f^{(n)}(x_0)}{n!} (x - x_0)^n\). Это степенной ряд, который аппроксимирует функцию \( f(x) \) в окрестности точки \( x_0 \), при условии, что остаток \( R_n(x) = \frac{f^{(n+1)}(\xi)}{(n+1)!} (x - x_0)^{n+1} \) стремится к нулю при \( n \to \infty \), где \( \xi \) находится между \( x \) и \( x_0 \).
Что такое ряд Маклорена?	Ряд Маклорена — это частный случай ряда Тейлора с центром \( x_0 = 0 \). То есть, ряд Маклорена для функции \( f(x) \) записывается как \(\sum_{n=0}^{\infty} \frac{f^{(n)}(0)}{n!} x^n\).
Какова формула ряда Тейлора для \( e^x \)?	Стандартное разложение экспоненты в ряд Тейлора выглядит так: \( e^x = \sum_{n=0}^{\infty} \frac{x^n}{n!} = 1 + x + \frac{x^2}{2!} + \frac{x^3}{3!} + \dots \)
Каков ряд Тейлора для функции \( \sin x \)?	Ряд Тейлора для синуса представлен следующим образом: \( \sin x = \sum_{n=0}^{\infty} \frac{(-1)^n}{(2n + 1)!} x^{2n + 1} = x - \frac{x^3}{3!} + \frac{x^5}{5!} - \dots \)
Каков ряд Тейлора для функции \( \cos x \)?	Ряд Тейлора для косинуса выглядит так: \( \cos x = \sum_{n=0}^{\infty} \frac{(-1)^n}{(2n)!} x^{2n} = 1 - \frac{x^2}{2!} + \frac{x^4}{4!} - \dots \)
Что такое ряд Тейлора для гиперболического синуса \( \mathrm{sh} \, x \)?	Гиперболический синус раскладывается в ряд Тейлора следующим образом: \( \mathrm{sh} \, x = \sum_{n=0}^{\infty} \frac{x^{2n + 1}}{(2n + 1)!} = x + \frac{x^3}{3!} + \frac{x^5}{5!} + \dots \)
Что такое ряд Тейлора для гиперболического косинуса \( \mathrm{ch} \, x \)?	Гиперболический косинус раскладывается в ряд Тейлора следующим образом: \( \mathrm{ch} \, x = \sum_{n=0}^{\infty} \frac{x^{2n}}{(2n)!} = 1 + \frac{x^2}{2!} + \frac{x^4}{4!} + \dots \)
Что утверждает формула Эйлера?	Формула Эйлера связывает экспоненциальную функцию с тригонометрическими функциями и записывается как \( e^{ix} = \cos x + i \sin x \), где \( i \) — мнимая единица.
Что такое биномиальный ряд?	Биномиальный ряд — это степенной ряд вида \( (1 + x)^m = \sum_{k=0}^{\infty} C_m^k x^k \), где \( C_m^k = \frac{m(m-1)(m-2)\dots(m-k+1)}{k!} \) — биномиальные коэффициенты. Для натуральных \( m \) ряд конечен и представляет собой биномиальное разложение, для остальных \( m \) ряд бесконечен.
Что такое ряд Тейлора для функции \( \ln(1 + x) \)?	Ряд Тейлора для натурального логарифма \( \ln(1 + x) \) представлен следующим образом: \( \ln(1 + x) = \sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n} x^n = x - \frac{x^2}{2} + \frac{x^3}{3} - \dots \), где \( |x| < 1 \). При \( x = 1 \) ряд сходится условно, а при \( x = -1 \) расходится.
Что такое радиус сходимости степенного ряда?	Радиус сходимости степенного ряда \( \sum_{n=0}^{\infty} c_n (x - x_0)^n \) — это такое положительное число \( R \), что ряд сходится для всех \( x \), удовлетворяющих неравенству \( |x - x_0| < R \), и расходится для всех \( x \), удовлетворяющих \( |x - x_0| > R \). Сходимость на границе \( |x - x_0| = R \) требует отдельного исследования.
Что утверждает Теорема Абеля для степенных рядов?	Теорема Абеля гласит, что если степенной ряд \( \sum_{n=0}^{\infty} c_n x^n \) сходится в некоторой точке \( x_1 \), то он сходится абсолютно и равномерно на всех интервалах \( |x| \leq r \), где \( r < |x_1| \). Аналогично, если ряд расходится в точке \( x_2 \), то он расходится для всех \( x \), удовлетворяющих \( |x| > |x_2| \).
Что такое ряд Фурье?	Ряд Фурье — это функциональный ряд вида \( \sum_{n=1}^{\infty} (a_n \cos(nx) + b_n \sin(nx)) \), который используется для представления периодических функций как суммы синусоидальных гармоник.
Что такое скалярное произведение в пространстве функций \( C_{[a,b]} \)?	Скалярное произведение двух функций \( f(x) \) и \( g(x) \) в пространстве \( C_{[a,b]} \) определяется как \( (f, g) = \int_a^b f(x) g(x) dx \).
Что такое норма функции в пространстве \( C_{[a,b]} \)?	Норма функции \( f(x) \) в пространстве \( C_{[a,b]} \) определяется как \( \|f\| = \sqrt{(f, f)} = \left( \int_a^b f^2(x) dx \right)^{\frac{1}{2}} \).
Что утверждает Теорема о непрерывности суммы мажорируемого ряда?	Теорема утверждает, что если функциональный ряд \( \sum_{n=1}^{\infty} u_n(x) \), где \( u_n(x) \in C_{[a, b]} \), мажорируется на \( D = [a, b] \), то его сумма \( S(x) \) является непрерывной функцией на \([a, b]\).
Что утверждает Теорема об интегрировании мажорируемого ряда?	Теорема утверждает, что если функциональный ряд \( \sum_{n=1}^{\infty} u_n(x) \) мажорируется на \([a, b]\) и каждый \( u_n(x) \) непрерывна на \([a, b]\), то определен интеграл \( \int_{x_0}^{y} S(x) dx \) и он равен сумме интегралов членов ряда: \( \int_{x_0}^{y} S(x) dx = \sum_{n=1}^{\infty} \int_{x_0}^{y} u_n(x) dx \).
