Что такое числовая последовательность и числовой ряд?	Числовая последовательность — это упорядоченный набор чисел вида \(\{u_n\} = \{u_1, u_2, \dots, u_n, \dots\}\), где каждый член \(u_n \in \mathbb{R}\). Числовой ряд определяется как сумма членов числовой последовательности: \(\sum_{n = 1}^{\infty} u_n = u_1 + u_2 + \dots + u_n + \dots\), где \(u_n\) называется общим членом ряда.
Что такое частичная сумма ряда?	Частичная сумма ряда \(S_n\) определяется как сумма первых \(n\) членов ряда: \(S_n = \sum_{k = 1}^{n} u_k = u_1 + u_2 + \dots + u_n\). Последовательность частичных сумм \(\{S_n\}\) используется для определения сходимости ряда. Если предел \(\lim_{n \to \infty} S_n\) существует и является конечным числом \(S\), то ряд называется сходящимся, а \(S\) называется суммой ряда: \(\sum_{n = 1}^\infty u_n = S\). В противном случае ряд расходится.
Что такое геометрическая прогрессия?	Геометрическая прогрессия — это числовая последовательность вида \(u_n = b q^n\), где \(b\) — первый член прогрессии, \(q\) — знаменатель прогрессии. Пример бесконечно убывающей геометрической прогрессии: \(u_n = \frac{1}{2^n}\), то есть \(\left\{1, \frac{1}{2}, \frac{1}{4}, \dots\right\}\).
Как найти сумму бесконечно убывающего геометрического ряда?	Для геометрического ряда \(\sum_{n = 0}^\infty b q^n\) сумма \(S\) вычисляется по формуле \(S = \frac{b}{1 - q}\), если \(|q| < 1\). Если \(|q| > 1\), ряд расходится (\(S = \infty\)). При \(|q| = 1\) ряд расходится, если \(b \neq 0\).
Что утверждает теорема о добавлении или отбрасывании конечного числа членов ряда?	Теорема 1 утверждает, что добавление или отбрасывание конечного числа членов ряда не влияет на его сходимость. Если ряд \(\sum_{n = 1}^\infty u_n\) сходится, то ряд \(\sum_{n = k}^\infty u_n\) (где \(k > 1\)) также сходится, и наоборот. Однако сумма ряда может измениться при добавлении или отбрасывании конечных членов.
Какое необходимое условие должно выполняться для сходимости числового ряда?	Необходимое условие для сходимости числового ряда \(\sum_{n = 1}^\infty u_n = S \in \mathbb{R}\) заключается в том, что предел общих членов ряда должен равняться нулю: \(\lim_{n \to \infty} u_n = 0\). Однако обратное не всегда верно.
Приведите пример ряда, который удовлетворяет необходимому условию сходимости, но расходится.	Примером такого ряда является гармонический ряд: \(\sum_{n = 1}^\infty \frac{1}{n} = 1 + \frac{1}{2} + \frac{1}{3} + \dots\). Здесь \(\lim_{n \to \infty} \frac{1}{n} = 0\), но ряд расходится.
Что такое частичная сумма геометрического ряда и как она вычисляется?	Частичная сумма геометрического ряда \(S_n\) для \(\sum_{k = 0}^n b q^k\) вычисляется по формуле \(S_n = b \frac{1 - q^{n+1}}{1 - q}\). При \(|q| < 1\), при \(n \to \infty\), \(q^{n+1} \to 0\), и сумма ряда стремится к \(\frac{b}{1 - q}\).
Что утверждает теорема о сохранении суммы при группировке членов ряда?	Теорема 4 утверждает, что если числовой ряд \(\sum_{n = 1}^\infty u_n\) сходится к числу \(S\), то можно произвольно группировать (без перестановки) его члены, и сумма всех сгруппированных рядов также будет равна \(S\). Группировка означает выделение различных подпоследовательностей из последовательности частичных сумм.
Что такое критерий Коши для сходимости числового ряда?	Критерий Коши гласит, что числовой ряд \(\sum_{n = 1}^\infty u_n\) сходится тогда и только тогда, когда для любого \(\varepsilon > 0\) существует натуральное число \(n_0\), такое что для всех \(m > n > n_0\) выполняется неравенство \(|u_{n+1} + u_{n+2} + \dots + u_m| < \varepsilon\). Это означает, что «хвост» ряда может быть сделан произвольно малым.
Почему перестановка членов расходящегося ряда может изменить его поведение?	Перестановка членов расходящегося ряда может изменить его поведение, так как порядок суммирования влияет на предел частичных сумм. Например, ряд \(\sum_{n = 0}^\infty (-1)^n = 1 - 1 + 1 - 1 + \dots\) расходится, и различные перестановки его членов могут приводить к разным пределам или к расходящемуся поведению.
Как доказать расходящуюся природу гармонического ряда?	Гармонический ряд \(\sum_{n = 1}^\infty \frac{1}{n} = 1 + \frac{1}{2} + \frac{1}{3} + \dots\) расходится, поскольку его частичные суммы стремятся к бесконечности. Это можно показать, сравнив гармонический ряд с рядом \(\sum_{n = 1}^\infty \frac{1}{2^k}\), который также расходится при соответствующей группировке членов, или используя интегральный критерий, который показывает, что интеграл \(\int_1^\infty \frac{1}{x} dx = \infty\).
Что происходит с суммой геометрического ряда при \(q = -1\)?	При \(q = -1\) геометрический ряд принимает вид \(\sum_{n = 0}^\infty b (-1)^n = b - b + b - b + \dots\), который расходится. Последовательность частичных сумм \(\{S_n\}\) чередуется между \(b\) и \(0\) и не имеет предела.
Как умножение числового ряда на скаляр влияет на его сходимость?	Если числовой ряд \(\sum_{n = 1}^\infty u_n = S \in \mathbb{R}\) сходится, то умножение ряда на скаляр \(\alpha \in \mathbb{R}\) сохраняет его сходимость, и сумма умноженного ряда равна произведению суммы исходного ряда на \(\alpha\): \(\alpha \sum_{n = 1}^\infty u_n = \sum_{n = 1}^\infty \alpha u_n = \alpha S\).
Почему из сходимости суммы рядов не следует сходимость каждого из них по отдельности?	Потому что при разложении ряда на сумму двух рядов их индивидуальная сходимость не гарантируется. Например, ряд \(\sum_{n = 1}^\infty \frac{1}{n(n + 1)}\) сходится к 1, так как он является телескопическим, но каждый из рядов \(\sum_{n = 1}^\infty \frac{1}{n}\) и \(\sum_{n = 1}^\infty \frac{1}{n + 1}\) расходятся.
Что означает условная сходимость ряда?	Условная сходимость ряда означает, что ряд \(\sum_{n = 1}^\infty u_n\) сходится, но ряд \(\sum_{n = 1}^\infty |u_n|\) расходится. Такие ряды допускают изменение порядка членов без сохранения суммы, что может привести к разным пределам или к расходимости.
Какой пример условно сходящегося ряда приведен в конспекте?	Примером условно сходящегося ряда является ряд \(\sum_{n = 1}^\infty \frac{(-1)^{n - 1}}{n} = 1 - \frac{1}{2} + \frac{1}{3} - \frac{1}{4} + \dots\). Этот ряд сходится, но при перестановке его членов можно получить разные суммы или расходимость.
Что такое необходимое и достаточное условие сходимости ряда?	Необходимое условие сходимости ряда — это условие, которое должно выполняться для того, чтобы ряд мог сходиться (например, \(\lim_{n \to \infty} u_n = 0\)). Достаточное условие — это условие, при выполнении которого ряд гарантированно сходится. Критерии сходимости, такие как признак сравнения или признак Дирихле, часто предоставляют достаточные условия.
Почему критерий Коши не удобен для непосредственного исследования на сходимость ряда?	Критерий Коши является общим и не предоставляет явных способов проверки сходимости ряда, поскольку требует проверки условия для всех \(\varepsilon > 0\). В отличие от этого, специализированные признаки сходимости, такие как признак сравнения, признак Дирихле или признак Абеля, предлагают более удобные и практические методы для проверки сходимости конкретных рядов.
Что происходит с рядом, если \(|q| > 1\) в геометрическом ряде \(\sum_{n = 0}^\infty b q^n\)?	Если \(|q| > 1\) в геометрическом ряде \(\sum_{n = 0}^\infty b q^n\), то предел частичных сумм \(S_n = b \frac{1 - q^{n+1}}{1 - q}\) стремится к бесконечности, и ряд расходится: \(\lim_{n \to \infty} S_n = \infty\).
Почему при \(|q| = 1\) геометрический ряд расходится, если \(b \neq 0\)?	При \(|q| = 1\), геометрический ряд \(\sum_{n = 0}^\infty b q^n\) превращается в \(\sum_{n = 0}^\infty b\), так как \(q^n = 1\) или \(q^n = (-1)^n\). В обоих случаях ряд расходится: если \(q = 1\), сумма членов равна \(b\), и ряд стремится к бесконечности; если \(q = -1\), ряд чередуется и не имеет предела.
Как вычисляется сумма телескопического ряда \(\sum_{n = 1}^\infty \frac{1}{n(n + 1)}\)?	Ряд \(\sum_{n = 1}^\infty \frac{1}{n(n + 1)}\) можно разложить на разности: \(\frac{1}{n(n + 1)} = \frac{1}{n} - \frac{1}{n + 1}\). Таким образом, частичные суммы ряда становятся телескопической суммой: \(S_n = 1 - \frac{1}{2} + \frac{1}{2} - \frac{1}{3} + \dots + \frac{1}{n} - \frac{1}{n + 1} = 1 - \frac{1}{n + 1}\). При \(n \to \infty\), сумма ряда стремится к 1: \(\sum_{n = 1}^\infty \frac{1}{n(n + 1)} = 1\).
Что происходит с суммой ряда \(\sum_{n = 0}^\infty (-1)^n\)?	Ряд \(\sum_{n = 0}^\infty (-1)^n = 1 - 1 + 1 - 1 + \dots\) расходится, так как последовательность его частичных сумм чередуется между 1 и 0 и не имеет предела. Таким образом, ряд не сходится.
Почему из сходимости ряда \(\sum_{n = 1}^\infty \frac{1}{n(n + 1)}\) не следует сходимость рядов \(\sum_{n = 1}^\infty \frac{1}{n}\) и \(\sum_{n = 1}^\infty \frac{1}{n + 1}\)?	Хотя ряд \(\sum_{n = 1}^\infty \frac{1}{n(n + 1)}\) сходится, разложение его на \(\sum_{n = 1}^\infty \left(\frac{1}{n} - \frac{1}{n + 1}\right)\) показывает, что отдельные ряды \(\sum_{n = 1}^\infty \frac{1}{n}\) и \(\sum_{n = 1}^\infty \frac{1}{n + 1}\) расходятся. Это демонстрирует, что из сходимости суммы рядов не следует сходимость каждого из них по отдельности.
Что означает, что ряд допускает умножение, но не почленное?	Это означает, что для сходящихся рядов можно выполнять операции умножения ряда на скаляр (почленное умножение), и результат будет сходящимся рядом с суммой, равной произведению суммы исходного ряда на этот скаляр. Однако умножение двух рядов по членам требует специальных формул и не является простым почленным умножением.
