Что такое признак сравнения в теории сходимости рядов?	Признак сравнения используется для исследования сходимости числового ряда \(\sum_{n=1}^{\infty} u_n\) с помощью вспомогательного ряда \(\sum_{n=1}^{\infty} v_n\). Если \(0 < u_n \leq v_n\) для всех \(n\) начиная с некоторого \(n_0\), и \(\sum v_n\) сходится, то \(\sum u_n\) также сходится. Аналогично, если \(0 \leq v_n \leq u_n\) для всех \(n\) начиная с некоторого \(n_0\), и \(\sum v_n\) расходится, то \(\sum u_n\) также расходится.
Что утверждает Признак сравнения (пункт а)?	Если для всех \(n \geq n_0\) выполняется неравенство \(0 < u_n \leq v_n\), и ряд \(\sum_{n=1}^{\infty} v_n\) сходится, то ряд \(\sum_{n=1}^{\infty} u_n\) также сходится.
Что утверждает Признак сравнения (пункт б)?	Если для всех \(n \geq n_0\) выполняется неравенство \(0 \leq v_n \leq u_n\), и ряд \(\sum_{n=1}^{\infty} v_n\) расходится, то ряд \(\sum_{n=1}^{\infty} u_n\) также расходится.
Как применяется Признак сравнения для доказательства сходимости ряда \(\sum_{n=1}^{\infty} \frac{1}{n^2}\)?	Рассматривается вспомогательный ряд \(\sum_{n=1}^{\infty} \frac{1}{n(n+1)}\), который сходится. Так как \(\frac{1}{n(n+1)} > \frac{1}{(n+1)^2}\), по признаку сравнения ряд \(\sum_{n=1}^{\infty} \frac{1}{n^2}\) также сходится.
Что такое предельный признак сравнения?	Предельный признак сравнения гласит, что если \(\lim_{n \to \infty} \frac{u_n}{v_n} = q \neq 0\), то ряд \(\sum_{n=1}^{\infty} u_n\) сходится тогда и только тогда, когда сходится ряд \(\sum_{n=1}^{\infty} v_n\).
Каков результат применения Предельного признака сравнения, если \(\lim_{n \to \infty} \frac{u_n}{v_n} = q > 0\)?	Если \(q > 0\), то ряд \(\sum_{n=1}^{\infty} u_n\) сходится, если сходится ряд \(\sum_{n=1}^{\infty} v_n\), и расходится, если расходится ряд \(\sum_{n=1}^{\infty} v_n\).
Что показывает пример ряда \(\sum_{n=1}^{\infty} \arcsin \frac{1}{n}\)?	Ряд \(\sum_{n=1}^{\infty} \arcsin \frac{1}{n}\) расходится, так как он асимптотически эквивалентен гармоническому ряду \(\sum_{n=1}^{\infty} \frac{1}{n}\), который расходится.
Что такое признак Даламбера?	Признак Даламбера использует предел отношения последовательных членов ряда \(\mathcal{D} = \lim_{n \to \infty} \frac{u_{n+1}}{u_n}\). Если \(0 \leq \mathcal{D} < 1\), ряд \(\sum_{n=1}^{\infty} u_n\) сходится. Если \(\mathcal{D} > 1\), ряд расходится. При \(\mathcal{D} = 1\) признак не даёт информации о сходимости ряда.
Как применяется Признак Даламбера для ряда \(\sum_{n=1}^{\infty} \frac{1}{n!}\)?	Вычисляется предел \(\mathcal{D} = \lim_{n \to \infty} \frac{1/(n+1)!}{1/n!} = \lim_{n \to \infty} \frac{1}{n+1} = 0 < 1\). По признаку Даламбера ряд \(\sum_{n=1}^{\infty} \frac{1}{n!}\) сходится.
Что такое радикальный признак Коши?	Радикальный признак Коши основан на пределе \(\lim_{n \to \infty} \sqrt[n]{u_n} = K\). Если \(0 \leq K < 1\), ряд \(\sum_{n=1}^{\infty} u_n\) сходится. Если \(K > 1\), ряд расходится. Если \(K = 1\), признак не даёт информации о сходимости ряда.
Каков результат применения Радикального признака Коши к ряду \(\sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^n\)?	Вычисляется предел \(K = \lim_{n \to \infty} \left(\frac{n}{n+1}\right)^n = e^{-1} < 1\). По радикальному признаку Коши ряд \(\sum_{n=1}^{\infty} \left(\frac{n}{n+1}\right)^n\) сходится.
